"Артикул";"Ozon Product ID";"FBO OZON SKU ID";"FBS OZON SKU ID";"CrossBorder Ozon SKU";"Barcode";"Наименование товара";"Контент-рейтинг";"Бренд";"Статус товара";"Видимость FBO";"Причины скрытия FBO (при наличии)";"Видимость FBS";"Причины скрытия FBS (при наличии)";"Дата создания";"Категория комиссии";"Объем товара, л";"Объемный вес, кг";"Доступно к продаже по схеме FBO, шт.";"Вывезти и нанести КИЗ (кроме Твери), шт";"Зарезервировано, шт";"Доступно к продаже по схеме FBS, шт.";"Доступно к продаже по схеме realFBS, шт.";"Зарезервировано на моих складах, шт";"Текущая цена с учетом скидки, ₽";"Цена до скидки (перечеркнутая цена), ₽";"Цена Premium, ₽";"Рыночная цена, ₽";"Актуальная ссылка на рыночную цену";"Размер НДС, %"
"'ANMD КОТ CA ВЗР PUTE-HUHNCHENLEBER 200G-06";"828276497";"1381977781";"1381977781";"0";"83821";"Корм Animonda для кошек влажный Carny Adult со вкусом индейки и куриная печень, 6 банок по 200г / Анимонда";"'100";"Animonda";"Продается";"Показывается";;"Показывается";;"2024-01-11 19:57:25";"Зоокорма и товары для фермерского хозяйства";"'1.98";"'1.5";"0";"0";"0";"993";"0";"0";"1939.00";"2419.00";;;;"0%"
"'ANMD КОТ CA ВЗР RIND-PUTE-SHRIMPS 200G-12";"828276499";"1381977787";"1381977787";"0";"83708-12";"Корм Animonda для кошек влажный Carny Adult с говядиной, индейкой и креветками, 12 банок по 200г / Анимонда";"'100";"Animonda";"Продается";"Показывается";;"Показывается";;"2024-01-11 19:57:25";"Зоокорма и товары для фермерского хозяйства";"'3.96";"'3.1";"0";"0";"0";"997";"0";"0";"3629.00";"4529.00";;;;"0%"
"'ANMD КОТ SP ВЗР HUHN 200G-06";"828276500";"1381977795";"1381977795";"0";;"Корм Animonda для кошек влажный Carny Adult Single Protein с курицей, 6 банок по 200г / Анимонда";"'100";"Animonda";"Готов к продаже";"Показывается";;"Показывается";;"2024-01-11 19:57:25";"Зоокорма и товары для фермерского хозяйства";"'2.00";"'1.5";"0";"0";"0";"0";"0";"0";"2289.00";"2859.00";;;;"0%"
"'ANMD КОТ CA ВЗР PUTE-HUHNCHENLEBER 400G-12";"828276501";"1381976215";"1381976215";"0";"83824-12";"Корм Animonda для кошек влажный Carny Adult со вкусом индейки и куриная печень, 12 банок по 400г / Анимонда";"'100";"Animonda";"Готов к продаже";"Показывается";;"Показывается";;"2024-01-11 19:57:25";"Зоокорма и товары для фермерского хозяйства";"'7.26";"'5.5";"0";"0";"0";"0";"0";"0";"5609.00";"7009.00";;;;"0%"
"'ANMD КОТ CA ВЗР RIND-PUTE-KANINCHEN 400G-06";"828276502";"1381977832";"1381977832";"0";"83725";"Корм Animonda для кошек влажный Carny Adult с говядиной, индейкой и кроликом, 6 банок по 400г / Анимонда";"'100";"Animonda";"Продается";"Показывается";;"Показывается";;"2024-01-11 19:57:25";"Зоокорма и товары для фермерского хозяйства";"'3.82";"'2.8";"0";"0";"0";"975";"0";"0";"2939.00";"3669.00";;;;"0%"
"'ANMD КОТ CA ВЗР RIND-KABELJAU 200G-06";"828276503";"1381977813";"1381977813";"0";"83701";"Корм Animonda для кошек влажный Carny Adult с говядиной, треской и петрушкой / 6 банок по 200г / Анимонда";"'100";"Animonda";"Продается";"Показывается";;"Показывается";;"2024-01-11 19:57:25";"Зоокорма и товары для фермерского хозяйства";"'1.98";"'1.5";"0";"0";"0";"989";"0";"0";"1939.00";"2419.00";;;;"0%"
"'ANMD КОТ CS ПОЖ RIND-PUTENHERZEN 200G-06";"828276504";"1381977982";"1381977982";"0";"83711";"Корм Animonda для кошек влажный Carny Senior с говядиной и сердцем индейки, 6 банок по 200г / Анимонда";"'100";"Animonda";"Продается";"Показывается";;"Показывается";;"2024-01-11 19:57:25";"Зоокорма и товары для фермерского хозяйства";"'1.98";"'1.5";"0";"0";"0";"983";"0";"0";"1939.00";"2429.00";;;;"0%"
"'ANMD КОТ CA ВЗР PUTE-LAMM 400G-12";"828276505";"1381977765";"1381977765";"0";"83823-12";"Корм Animonda для кошек влажный Carny Adult с индейкой и ягненком, 12 банок по 400г / Анимонда";"'100";"Animonda";"Продается";"Показывается";;"Показывается";;"2024-01-11 19:57:25";"Зоокорма и товары для фермерского хозяйства";"'7.26";"'5.5";"0";"0";"0";"981";"0";"0";"5609.00";"7009.00";;;;"0%"
"'ANMD КОТ CK МОЛ RIND-KAIB-HUHN 200G-06";"828276506";"1381977766";"1381977766";"0";"83699";"Корм Animonda для котят CARNY Kitten с говядиной, телятиной и курицей, 6 банок по 200г / Анимонда";"'100";"Animonda";"Готов к продаже";"Показывается";;"Показывается";;"2024-01-11 19:57:25";"Зоокорма и товары для фермерского хозяйства";"'1.98";"'1.5";"0";"0";"0";"0";"0";"0";"2099.00";"2629.00";;;;"0%"
"'ANMD КОТ SP ВЗР PUTE 200G-06";"828276508";"1381977809";"1381977809";"0";"83693";"Корм Animonda для кошек влажный Carny Adult Single Protein индейкой, 6 банок по 200г / Анимонда";"'100";"Animonda";"Продается";"Показывается";;"Показывается";;"2024-01-11 19:57:25";"Зоокорма и товары для фермерского хозяйства";"'1.98";"'1.5";"0";"0";"0";"990";"0";"0";"2289.00";"2859.00";;;;"0%"
"'ANMD КОТ CA ВЗР RIND 800G-06";"828276510";"1381977783";"1381977783";"0";"83730";"Корм Animonda для кошек влажный Carny Adult с отборной говядиной, 6 банок по 800гр / Анимонда";"'100";"Animonda";"Продается";"Показывается";;"Показывается";;"2024-01-11 19:57:25";"Зоокорма и товары для фермерского хозяйства";"'7.20";"'5.2";"0";"0";"0";"994";"0";"0";"5049.00";"6319.00";;;;"0%"
"'ANMD КОТ CA ВЗР RIND-HUHN-ENTENHERZEN 200G-12";"828276511";"1381977776";"1381977776";"0";"83706-12";"Корм Animonda для кошек влажный Carny Adult с говядиной, курицей и сердцем утки, 12 банок по 200г / Анимонда";"'100";"Animonda";"Продается";"Показывается";;"Показывается";;"2024-01-11 19:57:25";"Зоокорма и товары для фермерского хозяйства";"'3.96";"'3.1";"0";"0";"0";"999";"0";"0";"3629.00";"4529.00";;;;"0%"
"'ANMD КОТ CS ПОЖ RIND-HUHN-KASE 200G-12";"828276512";"1381977785";"1381977785";"0";"83710-12";"Корм Animonda для кошек влажный Carny Senior с говядиной, курицей и сыром, 12 банок по 200г / Анимонда";"'100";"Animonda";"Продается";"Показывается";;"Показывается";;"2024-01-11 19:57:25";"Зоокорма и товары для фермерского хозяйства";"'3.96";"'3.1";"0";"0";"0";"995";"0";"0";"3629.00";"4539.00";;;;"0%"
"'ANMD КОТ CA ВЗР RIND-PUTE-KANINCHEN 400G-12";"828276513";"1381977779";"1381977779";"0";"83725-12";"Корм Animonda для кошек влажный Carny Adult с говядиной, индейкой и кроликом, 12 банок по 400г / Анимонда";"'100";"Animonda";"Продается";"Показывается";;"Показывается";;"2024-01-11 19:57:25";"Зоокорма и товары для фермерского хозяйства";"'7.26";"'5.5";"0";"0";"0";"989";"0";"0";"5609.00";"7009.00";;;;"0%"
"'ANMD КОТ CA ВЗР MULTIFLEISCHCOCKTAIL 400G-12";"828276514";"1381977978";"1381977978";"0";"83718-12";"Корм Animonda для кошек влажный Carny Adult ""Мясной коктейль"", 12 банок по 400г / Анимонда";"'100";"Animonda";"Продается";"Показывается";;"Показывается";;"2024-01-11 19:57:25";"Зоокорма и товары для фермерского хозяйства";"'7.26";"'5.5";"0";"0";"0";"997";"0";"0";"5609.00";"7009.00";;;;"0%"
"'ANMD КОТ CK МОЛ RIND-HUHN-KANINCHEN 200G-12";"828276515";"1381978027";"1381978027";"0";"83697-12";"Корм Animonda для котят CARNY Kitten с говядиной, курицей и кроликом, 12 банок по 200г / Анимонда";"'100";"Animonda";"Готов к продаже";"Показывается";;"Показывается";;"2024-01-11 19:57:25";"Зоокорма и товары для фермерского хозяйства";"'3.96";"'3.1";"0";"0";"0";"0";"0";"0";"4059.00";"5079.00";;;;"0%"
"'ANMD КОТ SP ВЗР RIND 200G-06";"828276516";"1381977793";"1381977793";"0";"83694";"Корм Animonda для кошек влажный Carny Adult Single Protein с говядиной, 6 банок по 200г / Анимонда";"'100";"Animonda";"Продается";"Показывается";;"Показывается";;"2024-01-11 19:57:25";"Зоокорма и товары для фермерского хозяйства";"'1.98";"'1.5";"0";"0";"0";"666";"0";"0";"2289.00";"2859.00";;;;"0%"
"'ANMD КОТ CS ПОЖ RIND-PUTENHERZEN 200G-12";"828276519";"1381977772";"1381977772";"0";"83711-12";"Корм Animonda для кошек влажный Carny Senior с говядиной и сердцем индейки 12 банок по 200г / Анимонда";"'100";"Animonda";"Продается";"Показывается";;"Показывается";;"2024-01-11 19:57:25";"Зоокорма и товары для фермерского хозяйства";"'3.82";"'2.5";"0";"0";"0";"996";"0";"0";"3629.00";"4539.00";;;;"0%"
"'ANMD КОТ SP ВЗР RIND 200G-12";"828276521";"1381977764";"1381977764";"0";"83694-12";"Корм Animonda для кошек влажный Carny Adult Single Protein с говядиной, 12 банок по 200г / Анимонда";"'100";"Animonda";"Продается";"Показывается";;"Показывается";;"2024-01-11 19:57:25";"Зоокорма и товары для фермерского хозяйства";"'3.82";"'2.5";"0";"0";"0";"666";"0";"0";"4379.00";"5469.00";;;;"0%"
"'ANMD КОТ CA ВЗР RIND 400G-12";"828276522";"1381977763";"1381977763";"0";"83723-12";"Корм Animonda для кошек влажный Carny Adult с отборной говядиной, 12 банок по 400г / Анимонда";"'100";"Animonda";"Продается";"Показывается";;"Показывается";;"2024-01-11 19:57:25";"Зоокорма и товары для фермерского хозяйства";"'7.26";"'5.5";"0";"0";"0";"996";"0";"0";"5609.00";"7009.00";;;;"0%"
"'ANMD КОТ CA ВЗР RIND 400G-06";"828276523";"1381977780";"1381977780";"0";"83723";"Корм Animonda для кошек влажный Carny Adult с отборной говядиной, 6 банок по 400г / Анимонда";"'100";"Animonda";"Продается";"Показывается";;"Показывается";;"2024-01-11 19:57:25";"Зоокорма и товары для фермерского хозяйства";"'3.63";"'2.8";"0";"0";"0";"975";"0";"0";"2939.00";"3669.00";;;;"0%"
"'ANMD КОТ CA ВЗР PUTE-LAMM 200G-06";"828276525";"1381977799";"1381977799";"0";"83820";"Корм Animonda для кошек влажный Carny Adult с индейкой и ягненком, 6 банок по 200г / Анимонда";"'100";"Animonda";"Продается";"Показывается";;"Показывается";;"2024-01-11 19:57:25";"Зоокорма и товары для фермерского хозяйства";"'1.98";"'1.5";"0";"0";"0";"997";"0";"0";"1939.00";"2419.00";;;;"0%"
"'ANMD КОТ CA ВЗР RIND-HUHN-ENTENHERZEN 400G-12";"828276526";"1381977796";"1381977796";"0";"83722-12";"Корм Animonda для кошек влажный Carny Adult с говядиной, курицей и сердцем утки, 12 банок по 400г / Анимонда";"'100";"Animonda";"Продается";"Показывается";;"Показывается";;"2024-01-11 19:57:25";"Зоокорма и товары для фермерского хозяйства";"'7.26";"'5.5";"0";"0";"0";"991";"0";"0";"5609.00";"7009.00";;;;"0%"
"'ANMD КОТ CA ВЗР RIND 200G-12";"828276527";"1381977989";"1381977989";"0";"83707-12";"Корм Animonda для кошек влажный Carny Adult с отборной говядиной, 12 банок по 200г / Анимонда";"'100";"Animonda";"Продается";"Показывается";;"Показывается";;"2024-01-11 19:57:25";"Зоокорма и товары для фермерского хозяйства";"'3.82";"'3.1";"0";"0";"0";"999";"0";"0";"3629.00";"4529.00";;;;"0%"
"'ANMD КОТ CA ВЗР PUTE-HUHNCHENLEBER 200G-12";"828276528";"1381976585";"1381976585";"0";"83821-12";"Корм Animonda для кошек влажный Carny Adult со вкусом индейки и куриная печень, 12 банок по 200г / Анимонда";"'100";"Animonda";"Продается";"Показывается";;"Показывается";;"2024-01-11 19:57:25";"Зоокорма и товары для фермерского хозяйства";"'3.96";"'3.1";"0";"0";"0";"999";"0";"0";"3629.00";"4529.00";;;;"0%"
"'ANMD КОТ CK МОЛ BABY-PATE 200G-06";"828276530";"1381977952";"1381977952";"0";"83695";"Корм Animonda для котят CARNY Kitten ""паштет для малышей"", 6 банок по 200г / Анимонда";"'100";"Animonda";"Готов к продаже";"Показывается";;"Показывается";;"2024-01-11 19:57:25";"Зоокорма и товары для фермерского хозяйства";"'1.98";"'1.5";"0";"0";"0";"0";"0";"0";"1939.00";"2419.00";;;;"0%"
"'ANMD КОТ CA ВЗР RIND-HERZ 200G-06";"828276531";"1381977805";"1381977805";"0";"83704";"Корм Animonda для кошек влажный Carny Adult с говядиной и сердцем, 6 банок по 200г / Анимонда";"'100";"Animonda";"Продается";"Показывается";;"Показывается";;"2024-01-11 19:57:25";"Зоокорма и товары для фермерского хозяйства";"'1.98";"'1.5";"0";"0";"0";"998";"0";"0";"1939.00";"2419.00";;;;"0%"
"'ANMD КОТ CA ВЗР RIND-HUHN-ENTENHERZEN 400G-06";"828276532";"1381977769";"1381977769";"0";"83722";"Корм Animonda для кошек влажный Carny Adult с говядиной, курицей и сердцем утки, 6 банок по 400г / Анимонда";"'100";"Animonda";"Продается";"Показывается";;"Показывается";;"2024-01-11 19:57:25";"Зоокорма и товары для фермерского хозяйства";"'3.63";"'2.8";"0";"0";"0";"983";"0";"0";"2939.00";"3669.00";;;;"0%"
"'ANMD КОТ CA ВЗР RIND-LAMM 200G-06";"828276533";"1381977980";"1381977980";"0";"83705";"Корм Animonda для кошек влажный Carny Adult с говядиной и ягненком, 6 банок по 200г / Анимонда";"'100";"Animonda";"Продается";"Показывается";;"Показывается";;"2024-01-11 19:57:25";"Зоокорма и товары для фермерского хозяйства";"'1.98";"'1.5";"0";"0";"0";"992";"0";"0";"1939.00";"2419.00";;;;"0%"
"'ANMD КОТ CK МОЛ RIND-HUHN-KANINCHEN 200G-06";"828276534";"1381977768";"1381977768";"0";"83697";"Корм Animonda для котят CARNY Kitten с говядиной, курицей и кроликом, 6 банок по 200г / Анимонда";"'100";"Animonda";"Готов к продаже";"Показывается";;"Показывается";;"2024-01-11 19:57:25";"Зоокорма и товары для фермерского хозяйства";"'1.98";"'1.5";"0";"0";"0";"0";"0";"0";"2099.00";"2629.00";;;;"0%"
